TIMESLICE,DAILYTIMEBRACKET,VALUE
m2_d5_t4,4,1
m2_d5_t5,4,0
m2_d5_t6,4,0
m2_d5_t7,4,0
m2_d5_t8,4,0
m2_d5_t9,4,0
m2_d5_t10,4,0
m2_d5_t11,4,0
m2_d5_t12,4,0
m2_d5_t13,4,0
m2_d5_t14,4,0
m2_d5_t15,4,0
m2_d5_t16,4,0
m2_d5_t17,4,0
m2_d5_t18,4,0
m2_d5_t19,4,0
m2_d5_t20,4,0
m2_d5_t21,4,0
m2_d5_t22,4,0
m2_d5_t23,4,0
m2_d5_t24,4,0
m3_d1_t1,4,0
m3_d1_t2,4,0
m3_d1_t3,4,0
m3_d1_t4,4,1
m3_d1_t5,4,0
m3_d1_t6,4,0
m3_d1_t7,4,0
m3_d1_t8,4,0
m3_d1_t9,4,0
m3_d1_t10,4,0
m3_d1_t11,4,0
m3_d1_t12,4,0
m3_d1_t13,4,0
m3_d1_t14,4,0
m3_d1_t15,4,0
m3_d1_t16,4,0
m3_d1_t17,4,0
m3_d1_t18,4,0
m3_d1_t19,4,0
m3_d1_t20,4,0
m3_d1_t21,4,0
m3_d1_t22,4,0
m3_d1_t23,4,0
m3_d1_t24,4,0
m3_d2_t1,4,0
m3_d2_t2,4,0
m3_d2_t3,4,0
m3_d2_t4,4,1
m3_d2_t5,4,0
m3_d2_t6,4,0
m3_d2_t7,4,0
m3_d2_t8,4,0
m3_d2_t9,4,0
m3_d2_t10,4,0
m3_d2_t11,4,0
m3_d2_t12,4,0
m3_d2_t13,4,0
m3_d2_t14,4,0
m3_d2_t15,4,0
m3_d2_t16,4,0
m3_d2_t17,4,0
m3_d2_t18,4,0
m3_d2_t19,4,0
m3_d2_t20,4,0
m3_d2_t21,4,0
m3_d2_t22,4,0
m3_d2_t23,4,0
m3_d2_t24,4,0
m3_d3_t1,4,0
m3_d3_t2,4,0
m3_d3_t3,4,0
m3_d3_t4,4,1
m3_d3_t5,4,0
m3_d3_t6,4,0
m3_d3_t7,4,0
m3_d3_t8,4,0
m3_d3_t9,4,0
m3_d3_t10,4,0
m3_d3_t11,4,0
m3_d3_t12,4,0
m3_d3_t13,4,0
m3_d3_t14,4,0
m3_d3_t15,4,0
m3_d3_t16,4,0
m3_d3_t17,4,0
m3_d3_t18,4,0
m3_d3_t19,4,0
m3_d3_t20,4,0
m3_d3_t21,4,0
m3_d3_t22,4,0
m3_d3_t23,4,0
m3_d3_t24,4,0
m3_d4_t1,4,0
m3_d4_t2,4,0
m3_d4_t3,4,0
m3_d4_t4,4,1
m3_d4_t5,4,0
m3_d4_t6,4,0
m3_d4_t7,4,0
m3_d4_t8,4,0
m3_d4_t9,4,0
m3_d4_t10,4,0
m3_d4_t11,4,0
m3_d4_t12,4,0
m3_d4_t13,4,0
m3_d4_t14,4,0
m3_d4_t15,4,0
m3_d4_t16,4,0
m3_d4_t17,4,0
m3_d4_t18,4,0
m3_d4_t19,4,0
m3_d4_t20,4,0
m3_d4_t21,4,0
m3_d4_t22,4,0
m3_d4_t23,4,0
m3_d4_t24,4,0
m3_d5_t1,4,0
m3_d5_t2,4,0
m3_d5_t3,4,0
m3_d5_t4,4,1
m3_d5_t5,4,0
m3_d5_t6,4,0
m3_d5_t7,4,0
m3_d5_t8,4,0
m3_d5_t9,4,0
m3_d5_t10,4,0
m3_d5_t11,4,0
m3_d5_t12,4,0
m3_d5_t13,4,0
m3_d5_t14,4,0
m3_d5_t15,4,0
m3_d5_t16,4,0
m3_d5_t17,4,0
m3_d5_t18,4,0
m3_d5_t19,4,0
m3_d5_t20,4,0
m3_d5_t21,4,0
m3_d5_t22,4,0
m3_d5_t23,4,0
m3_d5_t24,4,0
m4_d1_t1,4,0
m4_d1_t2,4,0
m4_d1_t3,4,0
m4_d1_t4,4,1
m4_d1_t5,4,0
m4_d1_t6,4,0
m4_d1_t7,4,0
m4_d1_t8,4,0
m4_d1_t9,4,0
m4_d1_t10,4,0
m4_d1_t11,4,0
m4_d1_t12,4,0
m4_d1_t13,4,0
m4_d1_t14,4,0
m4_d1_t15,4,0
m4_d1_t16,4,0
m4_d1_t17,4,0
m4_d1_t18,4,0
m4_d1_t19,4,0
m4_d1_t20,4,0
m4_d1_t21,4,0
m4_d1_t22,4,0
m4_d1_t23,4,0
m4_d1_t24,4,0
m4_d2_t1,4,0
m4_d2_t2,4,0
m4_d2_t3,4,0
m4_d2_t4,4,1
m4_d2_t5,4,0
m4_d2_t6,4,0
m4_d2_t7,4,0
m4_d2_t8,4,0
m4_d2_t9,4,0
m4_d2_t10,4,0
m4_d2_t11,4,0
m4_d2_t12,4,0
m4_d2_t13,4,0
m4_d2_t14,4,0
m4_d2_t15,4,0
m4_d2_t16,4,0
m4_d2_t17,4,0
m4_d2_t18,4,0
m4_d2_t19,4,0
m4_d2_t20,4,0
m4_d2_t21,4,0
m4_d2_t22,4,0
m4_d2_t23,4,0
m4_d2_t24,4,0
m4_d3_t1,4,0
m4_d3_t2,4,0
m4_d3_t3,4,0
m4_d3_t4,4,1
m4_d3_t5,4,0
m4_d3_t6,4,0
m4_d3_t7,4,0
m4_d3_t8,4,0
m4_d3_t9,4,0
m4_d3_t10,4,0
m4_d3_t11,4,0
m4_d3_t12,4,0
m4_d3_t13,4,0
m4_d3_t14,4,0
m4_d3_t15,4,0
m4_d3_t16,4,0
m4_d3_t17,4,0
m4_d3_t18,4,0
m4_d3_t19,4,0
m4_d3_t20,4,0
m4_d3_t21,4,0
m4_d3_t22,4,0
m4_d3_t23,4,0
m4_d3_t24,4,0
m4_d4_t1,4,0
m4_d4_t2,4,0
m4_d4_t3,4,0
m4_d4_t4,4,1
m4_d4_t5,4,0
m4_d4_t6,4,0
m4_d4_t7,4,0
m4_d4_t8,4,0
m4_d4_t9,4,0
m4_d4_t10,4,0
m4_d4_t11,4,0
m4_d4_t12,4,0
m4_d4_t13,4,0
m4_d4_t14,4,0
m4_d4_t15,4,0
m4_d4_t16,4,0
m4_d4_t17,4,0
m4_d4_t18,4,0
m4_d4_t19,4,0
m4_d4_t20,4,0
m4_d4_t21,4,0
m4_d4_t22,4,0
m4_d4_t23,4,0
m4_d4_t24,4,0
m4_d5_t1,4,0
m4_d5_t2,4,0
m4_d5_t3,4,0
m4_d5_t4,4,1
m4_d5_t5,4,0
m4_d5_t6,4,0
m4_d5_t7,4,0
m4_d5_t8,4,0
m4_d5_t9,4,0
m4_d5_t10,4,0
m4_d5_t11,4,0
m4_d5_t12,4,0
m4_d5_t13,4,0
m4_d5_t14,4,0
m4_d5_t15,4,0
m4_d5_t16,4,0
m4_d5_t17,4,0
m4_d5_t18,4,0
m4_d5_t19,4,0
m4_d5_t20,4,0
m4_d5_t21,4,0
m4_d5_t22,4,0
m4_d5_t23,4,0
m4_d5_t24,4,0
m5_d1_t1,4,0
m5_d1_t2,4,0
m5_d1_t3,4,0
m5_d1_t4,4,1
m5_d1_t5,4,0
m5_d1_t6,4,0
m5_d1_t7,4,0
m5_d1_t8,4,0
m5_d1_t9,4,0
m5_d1_t10,4,0
m5_d1_t11,4,0
m5_d1_t12,4,0
m5_d1_t13,4,0
m5_d1_t14,4,0
m5_d1_t15,4,0
m5_d1_t16,4,0
m5_d1_t17,4,0
m5_d1_t18,4,0
m5_d1_t19,4,0
m5_d1_t20,4,0
m5_d1_t21,4,0
m5_d1_t22,4,0
m5_d1_t23,4,0
m5_d1_t24,4,0
m5_d2_t1,4,0
m5_d2_t2,4,0
m5_d2_t3,4,0
m5_d2_t4,4,1
m5_d2_t5,4,0
m5_d2_t6,4,0
m5_d2_t7,4,0
m5_d2_t8,4,0
m5_d2_t9,4,0
m5_d2_t10,4,0
m5_d2_t11,4,0
m5_d2_t12,4,0
m5_d2_t13,4,0
m5_d2_t14,4,0
m5_d2_t15,4,0
m5_d2_t16,4,0
m5_d2_t17,4,0
m5_d2_t18,4,0
m5_d2_t19,4,0
m5_d2_t20,4,0
m5_d2_t21,4,0
m5_d2_t22,4,0
m5_d2_t23,4,0
m5_d2_t24,4,0
m5_d3_t1,4,0
m5_d3_t2,4,0
m5_d3_t3,4,0
m5_d3_t4,4,1
m5_d3_t5,4,0
m5_d3_t6,4,0
m5_d3_t7,4,0
m5_d3_t8,4,0
m5_d3_t9,4,0
m5_d3_t10,4,0
m5_d3_t11,4,0
m5_d3_t12,4,0
m5_d3_t13,4,0
m5_d3_t14,4,0
m5_d3_t15,4,0
m5_d3_t16,4,0
m5_d3_t17,4,0
m5_d3_t18,4,0
m5_d3_t19,4,0
m5_d3_t20,4,0
m5_d3_t21,4,0
m5_d3_t22,4,0
m5_d3_t23,4,0
m5_d3_t24,4,0
m5_d4_t1,4,0
m5_d4_t2,4,0
m5_d4_t3,4,0
m5_d4_t4,4,1
m5_d4_t5,4,0
m5_d4_t6,4,0
m5_d4_t7,4,0
m5_d4_t8,4,0
m5_d4_t9,4,0
m5_d4_t10,4,0
m5_d4_t11,4,0
m5_d4_t12,4,0
m5_d4_t13,4,0
m5_d4_t14,4,0
m5_d4_t15,4,0
m5_d4_t16,4,0
m5_d4_t17,4,0
m5_d4_t18,4,0
m5_d4_t19,4,0
m5_d4_t20,4,0
m5_d4_t21,4,0
m5_d4_t22,4,0
m5_d4_t23,4,0
m5_d4_t24,4,0
m5_d5_t1,4,0
m5_d5_t2,4,0
m5_d5_t3,4,0
m5_d5_t4,4,1
m5_d5_t5,4,0
m5_d5_t6,4,0
m5_d5_t7,4,0
m5_d5_t8,4,0
m5_d5_t9,4,0
m5_d5_t10,4,0
m5_d5_t11,4,0
m5_d5_t12,4,0
m5_d5_t13,4,0
m5_d5_t14,4,0
m5_d5_t15,4,0
m5_d5_t16,4,0
m5_d5_t17,4,0
m5_d5_t18,4,0
m5_d5_t19,4,0
m5_d5_t20,4,0
m5_d5_t21,4,0
m5_d5_t22,4,0
m5_d5_t23,4,0
m5_d5_t24,4,0
m6_d1_t1,4,0
m6_d1_t2,4,0
m6_d1_t3,4,0
m6_d1_t4,4,1
m6_d1_t5,4,0
m6_d1_t6,4,0
m6_d1_t7,4,0
m6_d1_t8,4,0
m6_d1_t9,4,0
m6_d1_t10,4,0
m6_d1_t11,4,0
m6_d1_t12,4,0
m6_d1_t13,4,0
m6_d1_t14,4,0
m6_d1_t15,4,0
m6_d1_t16,4,0
m6_d1_t17,4,0
m6_d1_t18,4,0
m6_d1_t19,4,0
m6_d1_t20,4,0
m6_d1_t21,4,0
m6_d1_t22,4,0
m6_d1_t23,4,0
m6_d1_t24,4,0
m6_d2_t1,4,0
m6_d2_t2,4,0
m6_d2_t3,4,0
m6_d2_t4,4,1
m6_d2_t5,4,0
m6_d2_t6,4,0
m6_d2_t7,4,0
m6_d2_t8,4,0
m6_d2_t9,4,0
m6_d2_t10,4,0
m6_d2_t11,4,0
m6_d2_t12,4,0
m6_d2_t13,4,0
m6_d2_t14,4,0
m6_d2_t15,4,0
m6_d2_t16,4,0
m6_d2_t17,4,0
m6_d2_t18,4,0
m6_d2_t19,4,0
m6_d2_t20,4,0
m6_d2_t21,4,0
m6_d2_t22,4,0
m6_d2_t23,4,0
m6_d2_t24,4,0
m6_d3_t1,4,0
m6_d3_t2,4,0
m6_d3_t3,4,0
m6_d3_t4,4,1
m6_d3_t5,4,0
m6_d3_t6,4,0
m6_d3_t7,4,0
m6_d3_t8,4,0
m6_d3_t9,4,0
m6_d3_t10,4,0
m6_d3_t11,4,0
m6_d3_t12,4,0
m6_d3_t13,4,0
m6_d3_t14,4,0
m6_d3_t15,4,0
m6_d3_t16,4,0
m6_d3_t17,4,0
m6_d3_t18,4,0
m6_d3_t19,4,0
m6_d3_t20,4,0
m6_d3_t21,4,0
m6_d3_t22,4,0
m6_d3_t23,4,0
m6_d3_t24,4,0
m6_d4_t1,4,0
m6_d4_t2,4,0
m6_d4_t3,4,0
m6_d4_t4,4,1
m6_d4_t5,4,0
m6_d4_t6,4,0
m6_d4_t7,4,0
m6_d4_t8,4,0
m6_d4_t9,4,0
m6_d4_t10,4,0
m6_d4_t11,4,0
m6_d4_t12,4,0
m6_d4_t13,4,0
m6_d4_t14,4,0
m6_d4_t15,4,0
m6_d4_t16,4,0
m6_d4_t17,4,0
m6_d4_t18,4,0
m6_d4_t19,4,0
m6_d4_t20,4,0
m6_d4_t21,4,0
m6_d4_t22,4,0
m6_d4_t23,4,0
m6_d4_t24,4,0
m6_d5_t1,4,0
m6_d5_t2,4,0
m6_d5_t3,4,0
m6_d5_t4,4,1
m6_d5_t5,4,0
m6_d5_t6,4,0
m6_d5_t7,4,0
m6_d5_t8,4,0
m6_d5_t9,4,0
m6_d5_t10,4,0
m6_d5_t11,4,0
m6_d5_t12,4,0
m6_d5_t13,4,0
m6_d5_t14,4,0
m6_d5_t15,4,0
m6_d5_t16,4,0
m6_d5_t17,4,0
m6_d5_t18,4,0
m6_d5_t19,4,0
m6_d5_t20,4,0
m6_d5_t21,4,0
m6_d5_t22,4,0
m6_d5_t23,4,0
m6_d5_t24,4,0
m7_d1_t1,4,0
m7_d1_t2,4,0
m7_d1_t3,4,0
m7_d1_t4,4,1
m7_d1_t5,4,0
m7_d1_t6,4,0
m7_d1_t7,4,0
m7_d1_t8,4,0
m7_d1_t9,4,0
m7_d1_t10,4,0
m7_d1_t11,4,0
m7_d1_t12,4,0
m7_d1_t13,4,0
m7_d1_t14,4,0
m7_d1_t15,4,0
m7_d1_t16,4,0
m7_d1_t17,4,0
m7_d1_t18,4,0
m7_d1_t19,4,0
m7_d1_t20,4,0
m7_d1_t21,4,0
m7_d1_t22,4,0
m7_d1_t23,4,0
m7_d1_t24,4,0
m7_d2_t1,4,0
m7_d2_t2,4,0
m7_d2_t3,4,0
m7_d2_t4,4,1
m7_d2_t5,4,0
m7_d2_t6,4,0
m7_d2_t7,4,0
m7_d2_t8,4,0
m7_d2_t9,4,0
m7_d2_t10,4,0
m7_d2_t11,4,0
m7_d2_t12,4,0
m7_d2_t13,4,0
m7_d2_t14,4,0
m7_d2_t15,4,0
m7_d2_t16,4,0
m7_d2_t17,4,0
m7_d2_t18,4,0
m7_d2_t19,4,0
m7_d2_t20,4,0
m7_d2_t21,4,0
m7_d2_t22,4,0
m7_d2_t23,4,0
m7_d2_t24,4,0
m7_d3_t1,4,0
m7_d3_t2,4,0
m7_d3_t3,4,0
m7_d3_t4,4,1
m7_d3_t5,4,0
m7_d3_t6,4,0
m7_d3_t7,4,0
m7_d3_t8,4,0
m7_d3_t9,4,0
m7_d3_t10,4,0
m7_d3_t11,4,0
m7_d3_t12,4,0
m7_d3_t13,4,0
m7_d3_t14,4,0
m7_d3_t15,4,0
m7_d3_t16,4,0
m7_d3_t17,4,0
m7_d3_t18,4,0
m7_d3_t19,4,0
m7_d3_t20,4,0
m7_d3_t21,4,0
m7_d3_t22,4,0
m7_d3_t23,4,0
m7_d3_t24,4,0
m7_d4_t1,4,0
m7_d4_t2,4,0
m7_d4_t3,4,0
m7_d4_t4,4,1
m7_d4_t5,4,0
m7_d4_t6,4,0
m7_d4_t7,4,0
m7_d4_t8,4,0
m7_d4_t9,4,0
m7_d4_t10,4,0
m7_d4_t11,4,0
m7_d4_t12,4,0
m7_d4_t13,4,0
m7_d4_t14,4,0
m7_d4_t15,4,0
m7_d4_t16,4,0
m7_d4_t17,4,0
m7_d4_t18,4,0
m7_d4_t19,4,0
m7_d4_t20,4,0
m7_d4_t21,4,0
m7_d4_t22,4,0
m7_d4_t23,4,0
m7_d4_t24,4,0
m7_d5_t1,4,0
m7_d5_t2,4,0
m7_d5_t3,4,0
m7_d5_t4,4,1
m7_d5_t5,4,0
m7_d5_t6,4,0
m7_d5_t7,4,0
m7_d5_t8,4,0
m7_d5_t9,4,0
m7_d5_t10,4,0
m7_d5_t11,4,0
m7_d5_t12,4,0
m7_d5_t13,4,0
m7_d5_t14,4,0
m7_d5_t15,4,0
m7_d5_t16,4,0
m7_d5_t17,4,0
m7_d5_t18,4,0
m7_d5_t19,4,0
m7_d5_t20,4,0
m7_d5_t21,4,0
m7_d5_t22,4,0
m7_d5_t23,4,0
m7_d5_t24,4,0
m8_d1_t1,4,0
m8_d1_t2,4,0
m8_d1_t3,4,0
m8_d1_t4,4,1
m8_d1_t5,4,0
m8_d1_t6,4,0
m8_d1_t7,4,0
m8_d1_t8,4,0
m8_d1_t9,4,0
m8_d1_t10,4,0
m8_d1_t11,4,0
m8_d1_t12,4,0
m8_d1_t13,4,0
m8_d1_t14,4,0
m8_d1_t15,4,0
m8_d1_t16,4,0
m8_d1_t17,4,0
m8_d1_t18,4,0
m8_d1_t19,4,0
m8_d1_t20,4,0
m8_d1_t21,4,0
m8_d1_t22,4,0
m8_d1_t23,4,0
m8_d1_t24,4,0
m8_d2_t1,4,0
m8_d2_t2,4,0
m8_d2_t3,4,0
m8_d2_t4,4,1
m8_d2_t5,4,0
m8_d2_t6,4,0
m8_d2_t7,4,0
m8_d2_t8,4,0
m8_d2_t9,4,0
m8_d2_t10,4,0
m8_d2_t11,4,0
m8_d2_t12,4,0
m8_d2_t13,4,0
m8_d2_t14,4,0
m8_d2_t15,4,0
m8_d2_t16,4,0
m8_d2_t17,4,0
m8_d2_t18,4,0
m8_d2_t19,4,0
m8_d2_t20,4,0
m8_d2_t21,4,0
m8_d2_t22,4,0
m8_d2_t23,4,0
m8_d2_t24,4,0
m8_d3_t1,4,0
m8_d3_t2,4,0
m8_d3_t3,4,0
m8_d3_t4,4,1
m8_d3_t5,4,0
m8_d3_t6,4,0
m8_d3_t7,4,0
m8_d3_t8,4,0
m8_d3_t9,4,0
m8_d3_t10,4,0
m8_d3_t11,4,0
m8_d3_t12,4,0
m8_d3_t13,4,0
m8_d3_t14,4,0
m8_d3_t15,4,0
m8_d3_t16,4,0
m8_d3_t17,4,0
m8_d3_t18,4,0
m8_d3_t19,4,0
m8_d3_t20,4,0
m8_d3_t21,4,0
m8_d3_t22,4,0
m8_d3_t23,4,0
m8_d3_t24,4,0
m8_d4_t1,4,0
m8_d4_t2,4,0
m8_d4_t3,4,0
m8_d4_t4,4,1
m8_d4_t5,4,0
m8_d4_t6,4,0
m8_d4_t7,4,0
m8_d4_t8,4,0
m8_d4_t9,4,0
m8_d4_t10,4,0
m8_d4_t11,4,0
m8_d4_t12,4,0
m8_d4_t13,4,0
m8_d4_t14,4,0
m8_d4_t15,4,0
m8_d4_t16,4,0
m8_d4_t17,4,0
m8_d4_t18,4,0
m8_d4_t19,4,0
m8_d4_t20,4,0
m8_d4_t21,4,0
m8_d4_t22,4,0
m8_d4_t23,4,0
m8_d4_t24,4,0
m8_d5_t1,4,0
m8_d5_t2,4,0
m8_d5_t3,4,0
m8_d5_t4,4,1
m8_d5_t5,4,0
m8_d5_t6,4,0
m8_d5_t7,4,0
m8_d5_t8,4,0
m8_d5_t9,4,0
m8_d5_t10,4,0
m8_d5_t11,4,0
m8_d5_t12,4,0
m8_d5_t13,4,0
m8_d5_t14,4,0
m8_d5_t15,4,0
m8_d5_t16,4,0
m8_d5_t17,4,0
m8_d5_t18,4,0
m8_d5_t19,4,0
m8_d5_t20,4,0
m8_d5_t21,4,0
m8_d5_t22,4,0
m8_d5_t23,4,0
m8_d5_t24,4,0
m9_d1_t1,4,0
m9_d1_t2,4,0
m9_d1_t3,4,0
m9_d1_t4,4,1
m9_d1_t5,4,0
m9_d1_t6,4,0
m9_d1_t7,4,0
m9_d1_t8,4,0
m9_d1_t9,4,0
m9_d1_t10,4,0
m9_d1_t11,4,0
m9_d1_t12,4,0
m9_d1_t13,4,0
m9_d1_t14,4,0
m9_d1_t15,4,0
m9_d1_t16,4,0
m9_d1_t17,4,0
m9_d1_t18,4,0
m9_d1_t19,4,0
m9_d1_t20,4,0
m9_d1_t21,4,0
m9_d1_t22,4,0
m9_d1_t23,4,0
m9_d1_t24,4,0
m9_d2_t1,4,0
m9_d2_t2,4,0
m9_d2_t3,4,0
m9_d2_t4,4,1
m9_d2_t5,4,0
m9_d2_t6,4,0
m9_d2_t7,4,0
m9_d2_t8,4,0
m9_d2_t9,4,0
m9_d2_t10,4,0
m9_d2_t11,4,0
m9_d2_t12,4,0
m9_d2_t13,4,0
m9_d2_t14,4,0
m9_d2_t15,4,0
m9_d2_t16,4,0
m9_d2_t17,4,0
m9_d2_t18,4,0
m9_d2_t19,4,0
m9_d2_t20,4,0
m9_d2_t21,4,0
m9_d2_t22,4,0
m9_d2_t23,4,0
m9_d2_t24,4,0
m9_d3_t1,4,0
m9_d3_t2,4,0
m9_d3_t3,4,0
m9_d3_t4,4,1
m9_d3_t5,4,0
m9_d3_t6,4,0
m9_d3_t7,4,0
m9_d3_t8,4,0
m9_d3_t9,4,0
m9_d3_t10,4,0
m9_d3_t11,4,0
m9_d3_t12,4,0
m9_d3_t13,4,0
m9_d3_t14,4,0
m9_d3_t15,4,0
m9_d3_t16,4,0
m9_d3_t17,4,0
m9_d3_t18,4,0
m9_d3_t19,4,0
m9_d3_t20,4,0
m9_d3_t21,4,0
m9_d3_t22,4,0
m9_d3_t23,4,0
m9_d3_t24,4,0
m9_d4_t1,4,0
m9_d4_t2,4,0
m9_d4_t3,4,0
m9_d4_t4,4,1
m9_d4_t5,4,0
m9_d4_t6,4,0
m9_d4_t7,4,0
m9_d4_t8,4,0
m9_d4_t9,4,0
m9_d4_t10,4,0
m9_d4_t11,4,0
m9_d4_t12,4,0
m9_d4_t13,4,0
m9_d4_t14,4,0
m9_d4_t15,4,0
m9_d4_t16,4,0
m9_d4_t17,4,0
m9_d4_t18,4,0
m9_d4_t19,4,0
m9_d4_t20,4,0
m9_d4_t21,4,0
m9_d4_t22,4,0
m9_d4_t23,4,0
m9_d4_t24,4,0
m9_d5_t1,4,0
m9_d5_t2,4,0
m9_d5_t3,4,0
m9_d5_t4,4,1
m9_d5_t5,4,0
m9_d5_t6,4,0
m9_d5_t7,4,0
m9_d5_t8,4,0
m9_d5_t9,4,0
m9_d5_t10,4,0
m9_d5_t11,4,0
m9_d5_t12,4,0
m9_d5_t13,4,0
m9_d5_t14,4,0
m9_d5_t15,4,0
m9_d5_t16,4,0
m9_d5_t17,4,0
m9_d5_t18,4,0
m9_d5_t19,4,0
m9_d5_t20,4,0
m9_d5_t21,4,0
m9_d5_t22,4,0
m9_d5_t23,4,0
m9_d5_t24,4,0
m10_d1_t1,4,0
m10_d1_t2,4,0
m10_d1_t3,4,0
m10_d1_t4,4,1
m10_d1_t5,4,0
m10_d1_t6,4,0
m10_d1_t7,4,0
m10_d1_t8,4,0
m10_d1_t9,4,0
m10_d1_t10,4,0
m10_d1_t11,4,0
m10_d1_t12,4,0
m10_d1_t13,4,0
m10_d1_t14,4,0
m10_d1_t15,4,0
m10_d1_t16,4,0
m10_d1_t17,4,0
m10_d1_t18,4,0
m10_d1_t19,4,0
m10_d1_t20,4,0
m10_d1_t21,4,0
m10_d1_t22,4,0
m10_d1_t23,4,0
m10_d1_t24,4,0
m10_d2_t1,4,0
m10_d2_t2,4,0
m10_d2_t3,4,0
m10_d2_t4,4,1
m10_d2_t5,4,0
m10_d2_t6,4,0
m10_d2_t7,4,0
m10_d2_t8,4,0
m10_d2_t9,4,0
m10_d2_t10,4,0
m10_d2_t11,4,0
m10_d2_t12,4,0
m10_d2_t13,4,0
m10_d2_t14,4,0
m10_d2_t15,4,0
m10_d2_t16,4,0
m10_d2_t17,4,0
m10_d2_t18,4,0
m10_d2_t19,4,0
m10_d2_t20,4,0
m10_d2_t21,4,0
m10_d2_t22,4,0
m10_d2_t23,4,0
m10_d2_t24,4,0
m10_d3_t1,4,0
m10_d3_t2,4,0
m10_d3_t3,4,0
m10_d3_t4,4,1
m10_d3_t5,4,0
m10_d3_t6,4,0
m10_d3_t7,4,0
m10_d3_t8,4,0
m10_d3_t9,4,0
m10_d3_t10,4,0
m10_d3_t11,4,0
m10_d3_t12,4,0
m10_d3_t13,4,0
m10_d3_t14,4,0
m10_d3_t15,4,0
m10_d3_t16,4,0
m10_d3_t17,4,0
m10_d3_t18,4,0
m10_d3_t19,4,0
m10_d3_t20,4,0
m10_d3_t21,4,0
m10_d3_t22,4,0
m10_d3_t23,4,0
m10_d3_t24,4,0
m10_d4_t1,4,0
m10_d4_t2,4,0
m10_d4_t3,4,0
m10_d4_t4,4,1
m10_d4_t5,4,0
m10_d4_t6,4,0
m10_d4_t7,4,0
m10_d4_t8,4,0
m10_d4_t9,4,0
m10_d4_t10,4,0
m10_d4_t11,4,0
m10_d4_t12,4,0
m10_d4_t13,4,0
m10_d4_t14,4,0
m10_d4_t15,4,0
m10_d4_t16,4,0
m10_d4_t17,4,0
m10_d4_t18,4,0
m10_d4_t19,4,0
m10_d4_t20,4,0
m10_d4_t21,4,0
m10_d4_t22,4,0
m10_d4_t23,4,0
m10_d4_t24,4,0
m10_d5_t1,4,0
m10_d5_t2,4,0
m10_d5_t3,4,0
m10_d5_t4,4,1
m10_d5_t5,4,0
m10_d5_t6,4,0
m10_d5_t7,4,0
m10_d5_t8,4,0
m10_d5_t9,4,0
m10_d5_t10,4,0
m10_d5_t11,4,0
m10_d5_t12,4,0
m10_d5_t13,4,0
m10_d5_t14,4,0
m10_d5_t15,4,0
m10_d5_t16,4,0
m10_d5_t17,4,0
m10_d5_t18,4,0
m10_d5_t19,4,0
m10_d5_t20,4,0
m10_d5_t21,4,0
m10_d5_t22,4,0
m10_d5_t23,4,0
m10_d5_t24,4,0
m11_d1_t1,4,0
m11_d1_t2,4,0
m11_d1_t3,4,0
m11_d1_t4,4,1
m11_d1_t5,4,0
m11_d1_t6,4,0
m11_d1_t7,4,0
m11_d1_t8,4,0
m11_d1_t9,4,0
m11_d1_t10,4,0
m11_d1_t11,4,0
m11_d1_t12,4,0
m11_d1_t13,4,0
m11_d1_t14,4,0
m11_d1_t15,4,0
m11_d1_t16,4,0
m11_d1_t17,4,0
m11_d1_t18,4,0
m11_d1_t19,4,0
m11_d1_t20,4,0
m11_d1_t21,4,0
m11_d1_t22,4,0
m11_d1_t23,4,0
m11_d1_t24,4,0
m11_d2_t1,4,0
m11_d2_t2,4,0
m11_d2_t3,4,0
m11_d2_t4,4,1
m11_d2_t5,4,0
m11_d2_t6,4,0
m11_d2_t7,4,0
m11_d2_t8,4,0
m11_d2_t9,4,0
m11_d2_t10,4,0
m11_d2_t11,4,0
m11_d2_t12,4,0
m11_d2_t13,4,0
m11_d2_t14,4,0
m11_d2_t15,4,0
m11_d2_t16,4,0
m11_d2_t17,4,0
m11_d2_t18,4,0
m11_d2_t19,4,0
m11_d2_t20,4,0
m11_d2_t21,4,0
m11_d2_t22,4,0
m11_d2_t23,4,0
m11_d2_t24,4,0
m11_d3_t1,4,0
m11_d3_t2,4,0
m11_d3_t3,4,0
m11_d3_t4,4,1
m11_d3_t5,4,0
m11_d3_t6,4,0
m11_d3_t7,4,0
m11_d3_t8,4,0
m11_d3_t9,4,0
m11_d3_t10,4,0
m11_d3_t11,4,0
m11_d3_t12,4,0
m11_d3_t13,4,0
m11_d3_t14,4,0
m11_d3_t15,4,0
m11_d3_t16,4,0
m11_d3_t17,4,0
m11_d3_t18,4,0
m11_d3_t19,4,0
m11_d3_t20,4,0
m11_d3_t21,4,0
m11_d3_t22,4,0
m11_d3_t23,4,0
m11_d3_t24,4,0
m11_d4_t1,4,0
m11_d4_t2,4,0
m11_d4_t3,4,0
m11_d4_t4,4,1
m11_d4_t5,4,0
m11_d4_t6,4,0
m11_d4_t7,4,0
m11_d4_t8,4,0
m11_d4_t9,4,0
m11_d4_t10,4,0
m11_d4_t11,4,0
m11_d4_t12,4,0
m11_d4_t13,4,0
m11_d4_t14,4,0
m11_d4_t15,4,0
m11_d4_t16,4,0
m11_d4_t17,4,0
m11_d4_t18,4,0
m11_d4_t19,4,0
m11_d4_t20,4,0
m11_d4_t21,4,0
